INSERT INTO BUSSCHEDULE VALUES ('SE0001', 'R004', 'D009', 'FBG6123', TO_DATE('01-JAN-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('22:46', 'HH24:MI'), 'ON TIME', 22);
INSERT INTO BUSSCHEDULE VALUES ('SE1453', 'R010', 'D004', 'EAK2589', TO_DATE('15-OCT-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('20:48', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1454', 'R009', 'D002', 'FBG6123', TO_DATE('15-OCT-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('20:59', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1455', 'R002', 'D015', 'FCG2912', TO_DATE('16-OCT-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('16:44', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1456', 'R007', 'D032', 'EAK2589', TO_DATE('17-OCT-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('17:48', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1457', 'R001', 'D011', 'OHI2258', TO_DATE('17-OCT-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('18:56', 'HH24:MI'), 'DELAYED', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1458', 'R007', 'D015', 'MKE1591', TO_DATE('17-OCT-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('19:20', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1459', 'R009', 'D004', 'IDO7977', TO_DATE('17-OCT-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('20:14', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1460', 'R010', 'D022', 'ILD8716', TO_DATE('18-OCT-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('21:16', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1461', 'R004', 'D014', 'BCN4749', TO_DATE('18-OCT-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('21:27', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1462', 'R003', 'D036', 'BAJ1333', TO_DATE('18-OCT-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('21:44', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1463', 'R006', 'D013', 'ILD8716', TO_DATE('19-OCT-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('11:53', 'HH24:MI'), 'DELAYED', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1464', 'R009', 'D033', 'LOG2731', TO_DATE('20-OCT-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('14:57', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1465', 'R001', 'D020', 'EAK2589', TO_DATE('20-OCT-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('17:15', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1466', 'R006', 'D035', 'KJB8298', TO_DATE('20-OCT-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('20:26', 'HH24:MI'), 'DELAYED', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1467', 'R005', 'D039', 'CGI2532', TO_DATE('20-OCT-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('22:36', 'HH24:MI'), 'DELAYED', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1468', 'R005', 'D008', 'HGA1514', TO_DATE('21-OCT-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('18:25', 'HH24:MI'), 'DELAYED', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1469', 'R006', 'D036', 'JLG8441', TO_DATE('21-OCT-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('20:31', 'HH24:MI'), 'DELAYED', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1470', 'R007', 'D002', 'CJF1753', TO_DATE('22-OCT-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('21:56', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1471', 'R004', 'D014', 'FBG6123', TO_DATE('22-OCT-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('21:58', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1472', 'R009', 'D013', 'HBD9947', TO_DATE('23-OCT-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('14:52', 'HH24:MI'), 'DELAYED', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1473', 'R007', 'D027', 'OHI2258', TO_DATE('23-OCT-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('17:46', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1474', 'R007', 'D029', 'LHI8711', TO_DATE('24-OCT-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('11:33', 'HH24:MI'), 'DELAYED', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1475', 'R008', 'D024', 'MKE1591', TO_DATE('24-OCT-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('18:31', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1476', 'R005', 'D028', 'CIH6968', TO_DATE('24-OCT-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('19:34', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1477', 'R004', 'D002', 'HBD9947', TO_DATE('24-OCT-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('21:12', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1478', 'R005', 'D023', 'BAJ1333', TO_DATE('25-OCT-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('10:20', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1479', 'R004', 'D038', 'OHI2258', TO_DATE('25-OCT-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('16:43', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1480', 'R001', 'D002', 'CJF1753', TO_DATE('25-OCT-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('20:13', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1481', 'R009', 'D005', 'LOG2731', TO_DATE('25-OCT-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('20:21', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1482', 'R006', 'D028', 'FCG2912', TO_DATE('26-OCT-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('21:42', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1483', 'R003', 'D009', 'BCN4749', TO_DATE('26-OCT-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('22:35', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1484', 'R005', 'D038', 'HGG3653', TO_DATE('27-OCT-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('19:49', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1485', 'R005', 'D025', 'CIH6968', TO_DATE('28-OCT-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('10:40', 'HH24:MI'), 'DELAYED', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1486', 'R007', 'D030', 'HBD9947', TO_DATE('28-OCT-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('18:10', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1487', 'R010', 'D022', 'EAK2589', TO_DATE('28-OCT-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('22:45', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1488', 'R009', 'D019', 'KJB8298', TO_DATE('29-OCT-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('17:34', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1489', 'R007', 'D015', 'FGD4177', TO_DATE('29-OCT-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('20:47', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1490', 'R001', 'D014', 'BAJ1333', TO_DATE('29-OCT-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('22:41', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1491', 'R005', 'D016', 'HBD9947', TO_DATE('29-OCT-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('22:50', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1492', 'R001', 'D022', 'JKE9495', TO_DATE('30-OCT-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('18:48', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1493', 'R006', 'D001', 'LOG2731', TO_DATE('30-OCT-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('22:15', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1494', 'R009', 'D039', 'LHI8711', TO_DATE('30-OCT-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('22:15', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1495', 'R008', 'D018', 'FCG2912', TO_DATE('30-OCT-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('22:44', 'HH24:MI'), 'DELAYED', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1496', 'R010', 'D039', 'HLL5666', TO_DATE('31-OCT-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('15:22', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1497', 'R005', 'D036', 'LHI8711', TO_DATE('31-OCT-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('21:22', 'HH24:MI'), 'CANCELLED', 25);
INSERT INTO BUSSCHEDULE VALUES ('SE1498', 'R007', 'D027', 'KJB8298', TO_DATE('31-OCT-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('22:23', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1499', 'R003', 'D032', 'EAK2589', TO_DATE('01-NOV-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('18:14', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1500', 'R004', 'D003', 'BCN4749', TO_DATE('01-NOV-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('21:15', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1501', 'R009', 'D019', 'AOI9521', TO_DATE('02-NOV-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('21:35', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1502', 'R004', 'D001', 'FGD4177', TO_DATE('03-NOV-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('20:42', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1503', 'R003', 'D022', 'BCN4749', TO_DATE('03-NOV-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('21:40', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1504', 'R010', 'D006', 'BAJ1333', TO_DATE('03-NOV-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('21:48', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1505', 'R001', 'D028', 'FBG6123', TO_DATE('04-NOV-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('10:38', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1506', 'R007', 'D039', 'JKE9495', TO_DATE('04-NOV-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('22:10', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1507', 'R009', 'D027', 'EAK2589', TO_DATE('04-NOV-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('22:31', 'HH24:MI'), 'DELAYED', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1508', 'R001', 'D020', 'BCN4749', TO_DATE('04-NOV-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('22:41', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1509', 'R001', 'D037', 'HGG3653', TO_DATE('05-NOV-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('10:29', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1510', 'R003', 'D019', 'KLM1684', TO_DATE('05-NOV-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('13:45', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1511', 'R002', 'D009', 'CIH6968', TO_DATE('06-NOV-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('22:36', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1512', 'R009', 'D012', 'KCD9945', TO_DATE('06-NOV-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('22:51', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1513', 'R002', 'D040', 'BAJ1333', TO_DATE('07-NOV-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('16:59', 'HH24:MI'), 'DELAYED', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1514', 'R003', 'D035', 'HLL5666', TO_DATE('07-NOV-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('17:26', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1515', 'R010', 'D008', 'CIH6968', TO_DATE('07-NOV-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('20:30', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1516', 'R004', 'D002', 'LHI8711', TO_DATE('07-NOV-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('20:35', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1517', 'R003', 'D006', 'AOI9521', TO_DATE('08-NOV-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('21:34', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1518', 'R009', 'D028', 'KCD9945', TO_DATE('08-NOV-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('22:42', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1519', 'R003', 'D016', 'HBD9947', TO_DATE('09-NOV-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('21:23', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1520', 'R010', 'D010', 'FBG6123', TO_DATE('10-NOV-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('10:14', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1521', 'R001', 'D018', 'EAK2589', TO_DATE('11-NOV-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('13:19', 'HH24:MI'), 'DELAYED', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1522', 'R004', 'D024', 'FCG2912', TO_DATE('11-NOV-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('19:32', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1523', 'R002', 'D022', 'KCD9945', TO_DATE('11-NOV-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('21:29', 'HH24:MI'), 'DELAYED', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1524', 'R010', 'D024', 'HBD9947', TO_DATE('11-NOV-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('21:42', 'HH24:MI'), 'DELAYED', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1525', 'R001', 'D036', 'AOI9521', TO_DATE('13-NOV-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('11:48', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1526', 'R003', 'D001', 'AOI9521', TO_DATE('14-NOV-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('11:34', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1527', 'R004', 'D030', 'IDO7977', TO_DATE('14-NOV-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('11:41', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1528', 'R005', 'D031', 'JLG8441', TO_DATE('14-NOV-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('16:27', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1529', 'R009', 'D029', 'CJF1753', TO_DATE('14-NOV-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('20:34', 'HH24:MI'), 'DELAYED', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1530', 'R003', 'D018', 'HLL5666', TO_DATE('15-NOV-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('19:22', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1531', 'R007', 'D033', 'CJF1753', TO_DATE('15-NOV-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('19:39', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1532', 'R010', 'D018', 'KCD9945', TO_DATE('16-NOV-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('22:38', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1533', 'R005', 'D036', 'CGI2532', TO_DATE('16-NOV-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('22:40', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1534', 'R010', 'D016', 'LOG2731', TO_DATE('17-NOV-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('17:59', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1535', 'R002', 'D014', 'FCG2912', TO_DATE('18-NOV-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('11:32', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1536', 'R008', 'D025', 'AOI9521', TO_DATE('18-NOV-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('14:46', 'HH24:MI'), 'DELAYED', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1537', 'R004', 'D017', 'FBG6123', TO_DATE('19-NOV-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('18:13', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1538', 'R002', 'D035', 'CGI2532', TO_DATE('20-NOV-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('10:33', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1539', 'R008', 'D026', 'KOE8352', TO_DATE('20-NOV-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('13:16', 'HH24:MI'), 'DELAYED', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1540', 'R009', 'D019', 'CGI2532', TO_DATE('20-NOV-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('18:19', 'HH24:MI'), 'DELAYED', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1541', 'R005', 'D029', 'HGG3653', TO_DATE('20-NOV-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('18:56', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1542', 'R005', 'D032', 'JKE9495', TO_DATE('21-NOV-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('16:22', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1543', 'R004', 'D007', 'ILD8716', TO_DATE('21-NOV-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('16:34', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1544', 'R006', 'D021', 'FCG2912', TO_DATE('22-NOV-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('17:15', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1545', 'R002', 'D013', 'JLG8441', TO_DATE('22-NOV-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('18:46', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1546', 'R010', 'D036', 'KOE8352', TO_DATE('22-NOV-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('22:39', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1547', 'R008', 'D032', 'FBG6123', TO_DATE('22-NOV-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('22:45', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1548', 'R009', 'D015', 'LOG2731', TO_DATE('23-NOV-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('16:50', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1549', 'R001', 'D017', 'FGD4177', TO_DATE('23-NOV-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('19:19', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1550', 'R008', 'D037', 'HGA1514', TO_DATE('23-NOV-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('21:38', 'HH24:MI'), 'DELAYED', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1551', 'R006', 'D027', 'JLG8441', TO_DATE('24-NOV-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('10:53', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1552', 'R001', 'D020', 'CJF1753', TO_DATE('25-NOV-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('14:40', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1553', 'R010', 'D033', 'HGG3653', TO_DATE('25-NOV-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('15:38', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1554', 'R004', 'D028', 'JKE9495', TO_DATE('25-NOV-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('15:40', 'HH24:MI'), 'DELAYED', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1555', 'R009', 'D007', 'JLG8441', TO_DATE('25-NOV-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('19:40', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1556', 'R004', 'D019', 'LHI8711', TO_DATE('27-NOV-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('17:12', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1557', 'R008', 'D004', 'CJF1753', TO_DATE('28-NOV-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('12:12', 'HH24:MI'), 'DELAYED', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1558', 'R007', 'D034', 'LOG2731', TO_DATE('29-NOV-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('19:56', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1559', 'R001', 'D012', 'FMA5211', TO_DATE('29-NOV-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('20:35', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1560', 'R001', 'D014', 'JKE9495', TO_DATE('30-NOV-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('17:47', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE1561', 'R004', 'D035', 'JKE9495', TO_DATE('01-DEC-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('15:33', 'HH24:MI'), 'DELAYED', 18);
INSERT INTO BUSSCHEDULE VALUES ('SE1562', 'R010', 'D032', 'KCD9945', TO_DATE('01-DEC-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('15:47', 'HH24:MI'), 'ON TIME', 13);
INSERT INTO BUSSCHEDULE VALUES ('SE1563', 'R008', 'D017', 'HGG3653', TO_DATE('02-DEC-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('11:20', 'HH24:MI'), 'ON TIME', 23);
INSERT INTO BUSSCHEDULE VALUES ('SE1564', 'R001', 'D023', 'EAK2589', TO_DATE('02-DEC-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('14:40', 'HH24:MI'), 'ON TIME', 22);
INSERT INTO BUSSCHEDULE VALUES ('SE1565', 'R008', 'D005', 'CIH6968', TO_DATE('03-DEC-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('13:16', 'HH24:MI'), 'ON TIME', 13);
INSERT INTO BUSSCHEDULE VALUES ('SE1566', 'R004', 'D019', 'HGA1514', TO_DATE('03-DEC-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('15:27', 'HH24:MI'), 'ON TIME', 25);
INSERT INTO BUSSCHEDULE VALUES ('SE1567', 'R008', 'D040', 'MKE1591', TO_DATE('03-DEC-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('19:32', 'HH24:MI'), 'ON TIME', 32);
INSERT INTO BUSSCHEDULE VALUES ('SE1568', 'R003', 'D008', 'BAJ1333', TO_DATE('03-DEC-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('20:17', 'HH24:MI'), 'ON TIME', 34);
INSERT INTO BUSSCHEDULE VALUES ('SE1569', 'R006', 'D026', 'LOG2731', TO_DATE('04-DEC-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('20:45', 'HH24:MI'), 'ON TIME', 35);
INSERT INTO BUSSCHEDULE VALUES ('SE1570', 'R001', 'D038', 'KCD9945', TO_DATE('05-DEC-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('10:10', 'HH24:MI'), 'ON TIME', 10);
INSERT INTO BUSSCHEDULE VALUES ('SE1571', 'R005', 'D027', 'FCG2912', TO_DATE('05-DEC-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('19:45', 'HH24:MI'), 'ON TIME', 12);
INSERT INTO BUSSCHEDULE VALUES ('SE1572', 'R010', 'D020', 'KCD9945', TO_DATE('05-DEC-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('20:40', 'HH24:MI'), 'ON TIME', 6);
INSERT INTO BUSSCHEDULE VALUES ('SE1573', 'R005', 'D010', 'MKE1591', TO_DATE('05-DEC-2019', 'DD/MM/YYYY'), TO_TIMESTAMP('20:50', 'HH24:MI'), 'ON TIME', 35);
